trip_id,city,route_id,start_time,end_time,passengers,distance_km
599,Trujillo,R402,2026-05-29T16:43:00Z,2026-05-29T17:48:00Z,37,8.7
600,Trujillo,R402,2026-05-29T07:24:00Z,2026-05-29T08:24:00Z,39,8.7
601,Arequipa,R302,2026-05-29T07:25:00Z,2026-05-29T08:04:00Z,10,14.2
602,Arequipa,R301,2026-05-29T15:09:00Z,2026-05-29T15:49:00Z,30,12.1
603,Lima,R103,2026-05-29T17:55:00Z,2026-05-29T18:42:00Z,51,15.3
604,Arequipa,R301,2026-05-29T10:10:00Z,2026-05-29T10:35:00Z,32,12.1
605,Chiclayo,R501,2026-05-29T11:16:00Z,2026-05-29T12:18:00Z,52,9.3
606,Arequipa,R301,2026-05-29T06:12:00Z,2026-05-29T07:17:00Z,13,12.1
607,Arequipa,R302,2026-05-29T11:55:00Z,2026-05-29T12:48:00Z,38,14.2
608,Cusco,R201,2026-05-29T12:20:00Z,2026-05-29T12:48:00Z,52,15.3
609,Cusco,R203,2026-05-29T08:00:00Z,2026-05-29T09:09:00Z,6,18.2
610,Trujillo,R402,2026-05-29T14:56:00Z,2026-05-29T15:20:00Z,21,8.7
611,Chiclayo,R501,2026-05-29T14:28:00Z,2026-05-29T15:17:00Z,37,9.3
612,Trujillo,R401,2026-05-29T12:16:00Z,2026-05-29T12:46:00Z,21,11.0
613,Chiclayo,R501,2026-05-29T09:53:00Z,2026-05-29T11:00:00Z,37,-1.0
614,Arequipa,R301,2026-05-29T14:03:00Z,2026-05-29T14:46:00Z,29,12.1
615,Arequipa,R301,2026-05-29T15:26:00Z,2026-05-29T16:37:00Z,50,12.1
616,Trujillo,R401,2026-05-29T11:29:00Z,2026-05-29T12:04:00Z,31,11.0
617,Cusco,R202,2026-05-29T07:19:00Z,2026-05-29T08:15:00Z,28,10.5
618,Lima,R102,2026-05-29T09:48:00Z,2026-05-29T10:59:00Z,38,8.2
619,Trujillo,R401,2026-05-29T13:56:00Z,2026-05-29T15:11:00Z,23,11.0
620,Cusco,R202,2026-05-29T07:28:00Z,2026-05-29T08:23:00Z,34,-1.0
621,Cusco,R203,2026-05-29T19:23:00Z,2026-05-29T20:02:00Z,52,18.2
622,Trujillo,R402,2026-05-29T16:05:00Z,2026-05-29T16:56:00Z,54,8.7
623,Chiclayo,,2026-05-29T08:34:00Z,2026-05-29T08:54:00Z,31,9.3
624,Cusco,,2026-05-29T17:50:00Z,2026-05-29T18:10:00Z,26,18.2
625,Trujillo,R402,2026-05-29T07:46:00Z,2026-05-29T08:19:00Z,38,8.7
626,Trujillo,R402,2026-05-29T07:01:00Z,2026-05-29T07:30:00Z,50,8.7
627,Lima,R102,2026-05-29T14:52:00Z,2026-05-29T15:38:00Z,49,8.2
628,Trujillo,R401,2026-05-29T15:54:00Z,2026-05-29T16:20:00Z,37,11.0
629,Trujillo,R401,2026-05-29T16:06:00Z,2026-05-29T17:02:00Z,8,11.0
630,Arequipa,R301,2026-05-29T10:58:00Z,2026-05-29T11:34:00Z,59,12.1
631,Trujillo,R402,2026-05-29T11:25:00Z,2026-05-29T12:13:00Z,22,8.7
632,Arequipa,R301,2026-05-29T19:18:00Z,2026-05-29T20:27:00Z,42,12.1
633,Lima,R102,2026-05-29T13:40:00Z,2026-05-29T14:29:00Z,25,8.2
634,Chiclayo,R502,2026-05-29T19:08:00Z,2026-05-29T19:41:00Z,33,12.8
635,Cusco,R201,2026-05-29T07:32:00Z,2026-05-29T08:02:00Z,56,15.3
636,Chiclayo,R501,2026-05-29T09:40:00Z,2026-05-29T10:53:00Z,59,9.3
637,Lima,R102,2026-05-29T12:04:00Z,2026-05-29T12:49:00Z,-5,8.2
638,Cusco,R201,2026-05-29T06:31:00Z,2026-05-29T07:16:00Z,59,15.3
639,Chiclayo,R501,2026-05-29T07:36:00Z,2026-05-29T08:25:00Z,11,9.3
640,Arequipa,R301,2026-05-29T06:12:00Z,2026-05-29T06:35:00Z,58,12.1
641,Arequipa,R301,2026-05-29T09:22:00Z,2026-05-29T10:34:00Z,30,12.1
642,Lima,R103,2026-05-29T19:52:00Z,2026-05-29T20:16:00Z,6,15.3
643,Arequipa,R303,2026-05-29T13:34:00Z,2026-05-29T14:45:00Z,13,9.5
644,Cusco,R201,2026-05-29T06:43:00Z,2026-05-29T07:32:00Z,8,15.3
645,Chiclayo,,2026-05-29T18:21:00Z,2026-05-29T19:06:00Z,36,12.8
646,Trujillo,R401,2026-05-29T12:02:00Z,2026-05-29T12:35:00Z,16,11.0
647,Trujillo,R401,2026-05-29T06:35:00Z,2026-05-29T07:34:00Z,44,11.0
648,Cusco,R202,2026-05-29T13:01:00Z,2026-05-29T13:56:00Z,35,10.5
649,Cusco,R202,2026-05-29T08:20:00Z,2026-05-29T09:06:00Z,17,10.5
650,Chiclayo,R501,2026-05-29T16:45:00Z,2026-05-29T17:56:00Z,39,9.3
651,Trujillo,R402,2026-05-29T14:11:00Z,2026-05-29T15:05:00Z,55,8.7
652,Chiclayo,,2026-05-29T12:37:00Z,2026-05-29T13:14:00Z,16,12.8
653,Arequipa,R301,2026-05-29T19:50:00Z,2026-05-29T20:59:00Z,22,12.1
654,Trujillo,R402,2026-05-29T19:05:00Z,2026-05-29T20:02:00Z,19,8.7
655,Lima,R102,2026-05-29T17:12:00Z,2026-05-29T17:47:00Z,22,8.2
656,Lima,R102,2026-05-29T15:49:00Z,2026-05-29T17:03:00Z,56,8.2
657,Arequipa,R301,2026-05-29T10:02:00Z,2026-05-29T10:59:00Z,25,12.1
658,Cusco,R203,2026-05-29T06:28:00Z,2026-05-29T07:33:00Z,49,18.2
659,Chiclayo,R501,2026-05-29T15:36:00Z,2026-05-29T16:08:00Z,58,9.3
660,Trujillo,R402,2026-05-29T08:59:00Z,2026-05-29T09:50:00Z,7,8.7
661,Arequipa,R303,2026-05-29T09:44:00Z,2026-05-29T10:05:00Z,38,9.5
662,Cusco,R203,2026-05-29T09:26:00Z,2026-05-29T10:37:00Z,13,18.2
663,Arequipa,R302,2026-05-29T07:00:00Z,2026-05-29T07:21:00Z,14,14.2
664,Arequipa,R301,2026-05-29T14:58:00Z,2026-05-29T16:13:00Z,28,12.1
665,Cusco,R203,2026-05-29T17:18:00Z,2026-05-29T18:03:00Z,42,18.2
666,Cusco,R202,2026-05-29T08:19:00Z,2026-05-29T08:49:00Z,51,10.5
667,Trujillo,R402,2026-05-29T08:58:00Z,2026-05-29T10:03:00Z,40,8.7
668,Chiclayo,R502,2026-05-29T09:48:00Z,2026-05-29T10:50:00Z,42,12.8
669,Trujillo,R402,2026-05-29T18:31:00Z,2026-05-29T19:35:00Z,23,8.7
670,Lima,R104,2026-05-29T19:09:00Z,2026-05-29T20:05:00Z,7,6.8
671,Cusco,R203,2026-05-29T09:46:00Z,2026-05-29T10:46:00Z,41,18.2
672,Trujillo,R401,2026-05-29T11:39:00Z,2026-05-29T12:46:00Z,9,11.0
673,Cusco,R201,2026-05-29T16:51:00Z,2026-05-29T17:16:00Z,57,15.3
674,Cusco,R202,2026-05-29T06:11:00Z,2026-05-29T06:47:00Z,18,10.5
675,Lima,R103,2026-05-29T10:22:00Z,2026-05-29T11:32:00Z,11,15.3
676,Lima,R104,2026-05-29T13:28:00Z,2026-05-29T14:34:00Z,31,6.8
677,Trujillo,R402,2026-05-29T12:27:00Z,2026-05-29T13:09:00Z,39,8.7
678,Trujillo,R401,2026-05-29T08:46:00Z,2026-05-29T09:34:00Z,9,11.0
679,Lima,R103,2026-05-29T06:20:00Z,2026-05-29T07:00:00Z,21,15.3
680,Lima,R103,2026-05-29T08:54:00Z,2026-05-29T09:38:00Z,15,15.3
681,Chiclayo,R501,2026-05-29T11:46:00Z,2026-05-29T12:44:00Z,44,9.3
682,Lima,R104,2026-05-29T17:09:00Z,2026-05-29T17:39:00Z,43,6.8
683,Arequipa,R301,2026-05-29T07:43:00Z,2026-05-29T08:24:00Z,18,12.1
684,Trujillo,R402,2026-05-29T17:16:00Z,2026-05-29T17:54:00Z,24,8.7
685,Lima,R104,2026-05-29T15:45:00Z,2026-05-29T16:40:00Z,58,6.8
686,Lima,R103,2026-05-29T06:03:00Z,2026-05-29T06:50:00Z,10,15.3
687,Chiclayo,R502,2026-05-29T09:24:00Z,2026-05-29T09:50:00Z,6,12.8
688,Cusco,R201,2026-05-29T14:04:00Z,2026-05-29T15:18:00Z,12,15.3
689,Trujillo,R402,2026-05-29T14:20:00Z,2026-05-29T15:22:00Z,21,8.7
690,Chiclayo,R502,2026-05-29T09:09:00Z,2026-05-29T09:52:00Z,29,12.8
691,Trujillo,R401,2026-05-29T10:29:00Z,2026-05-29T11:17:00Z,34,11.0
692,Cusco,R203,2026-05-29T07:03:00Z,2026-05-29T07:32:00Z,53,18.2
693,Lima,R101,2026-05-29T17:24:00Z,2026-05-29T18:06:00Z,56,11.4
694,Chiclayo,R501,2026-05-29T15:26:00Z,2026-05-29T15:49:00Z,58,9.3
695,Chiclayo,R502,2026-05-29T15:08:00Z,2026-05-29T16:11:00Z,60,12.8
696,Chiclayo,R501,2026-05-29T14:07:00Z,2026-05-29T14:46:00Z,10,9.3
697,Lima,R102,2026-05-29T08:03:00Z,2026-05-29T09:11:00Z,33,8.2
698,Arequipa,R301,2026-05-29T19:47:00Z,2026-05-29T20:19:00Z,13,-1.0
699,Trujillo,R401,2026-05-29T16:42:00Z,2026-05-29T17:11:00Z,58,11.0
700,Cusco,R203,2026-05-29T19:46:00Z,2026-05-29T20:10:00Z,10,18.2
701,Trujillo,R402,2026-05-29T10:42:00Z,2026-05-29T11:35:00Z,34,8.7
702,Lima,R104,2026-05-29T07:55:00Z,2026-05-29T08:41:00Z,14,6.8
703,Chiclayo,R501,2026-05-29T07:48:00Z,2026-05-29T08:44:00Z,54,9.3
704,Cusco,R203,2026-05-29T11:52:00Z,2026-05-29T12:38:00Z,21,18.2
705,Trujillo,R402,2026-05-29T06:38:00Z,2026-05-29T07:09:00Z,22,8.7
706,Chiclayo,R502,2026-05-29T06:39:00Z,2026-05-29T07:24:00Z,26,12.8
707,Lima,R104,2026-05-29T10:35:00Z,2026-05-29T11:18:00Z,6,6.8
708,Cusco,R202,2026-05-29T10:47:00Z,2026-05-29T12:00:00Z,36,10.5
709,Lima,R102,2026-05-29T08:17:00Z,2026-05-29T08:56:00Z,52,8.2
710,Cusco,R202,2026-05-29T18:26:00Z,2026-05-29T19:12:00Z,43,10.5
711,Arequipa,R302,2026-05-29T09:36:00Z,2026-05-29T10:48:00Z,31,14.2
712,Chiclayo,R502,2026-05-29T20:00:00Z,2026-05-29T20:23:00Z,37,12.8
713,Lima,R103,2026-05-29T18:06:00Z,2026-05-29T18:58:00Z,30,15.3
714,Chiclayo,R501,2026-05-29T08:57:00Z,2026-05-29T09:29:00Z,58,9.3
715,Lima,R102,2026-05-29T06:33:00Z,2026-05-29T07:22:00Z,8,8.2
716,Arequipa,R302,2026-05-29T12:17:00Z,2026-05-29T13:29:00Z,34,14.2
717,Lima,R101,2026-05-29T10:07:00Z,2026-05-29T10:50:00Z,36,11.4
718,Arequipa,R302,2026-05-29T16:00:00Z,2026-05-29T16:55:00Z,27,14.2
719,Cusco,R203,2026-05-29T17:45:00Z,2026-05-29T18:10:00Z,23,-1.0
720,Arequipa,R303,2026-05-29T19:18:00Z,2026-05-29T19:51:00Z,59,9.5
721,Arequipa,R303,2026-05-29T09:31:00Z,2026-05-29T10:08:00Z,46,9.5
722,Lima,R101,2026-05-29T14:05:00Z,2026-05-29T14:33:00Z,46,11.4
723,Lima,R102,2026-05-29T10:18:00Z,2026-05-29T11:16:00Z,56,8.2
724,Cusco,R202,2026-05-29T12:25:00Z,2026-05-29T13:39:00Z,27,10.5
725,Arequipa,R302,2026-05-29T11:09:00Z,2026-05-29T12:12:00Z,38,14.2
726,Trujillo,R401,2026-05-29T06:07:00Z,2026-05-29T06:59:00Z,47,11.0
727,Cusco,R203,2026-05-29T17:02:00Z,2026-05-29T18:00:00Z,43,18.2
728,Lima,R104,2026-05-29T07:05:00Z,2026-05-29T07:46:00Z,22,6.8
729,Cusco,R202,2026-05-29T17:11:00Z,2026-05-29T18:16:00Z,46,10.5
730,Arequipa,R303,2026-05-29T19:03:00Z,2026-05-29T19:38:00Z,8,9.5
731,Chiclayo,R502,2026-05-29T17:16:00Z,2026-05-29T17:56:00Z,48,12.8
732,Lima,R104,2026-05-29T11:02:00Z,2026-05-29T11:38:00Z,31,6.8
733,Lima,R102,2026-05-29T11:51:00Z,2026-05-29T12:57:00Z,50,8.2
734,Chiclayo,R502,2026-05-29T17:27:00Z,2026-05-29T18:09:00Z,37,12.8
735,Arequipa,R303,2026-05-29T15:31:00Z,2026-05-29T16:02:00Z,23,9.5
736,Arequipa,R303,2026-05-29T10:24:00Z,2026-05-29T11:30:00Z,56,9.5
737,Arequipa,R303,2026-05-29T11:43:00Z,2026-05-29T12:44:00Z,10,9.5
738,Arequipa,R303,2026-05-29T11:14:00Z,2026-05-29T12:00:00Z,55,9.5
739,Cusco,R202,2026-05-29T15:59:00Z,2026-05-29T16:37:00Z,34,10.5
740,Trujillo,R401,2026-05-29T16:49:00Z,2026-05-29T17:46:00Z,42,11.0
741,Lima,R104,2026-05-29T09:19:00Z,2026-05-29T10:11:00Z,12,6.8
742,Trujillo,R402,2026-05-29T13:03:00Z,2026-05-29T13:26:00Z,60,8.7
743,Arequipa,R301,2026-05-29T11:50:00Z,2026-05-29T12:36:00Z,41,12.1
744,Trujillo,R401,2026-05-29T11:23:00Z,2026-05-29T12:38:00Z,50,11.0
745,Lima,R104,2026-05-29T11:40:00Z,2026-05-29T12:40:00Z,16,6.8
746,Lima,R101,2026-05-29T13:42:00Z,2026-05-29T14:19:00Z,18,11.4
747,Arequipa,R303,2026-05-29T19:02:00Z,2026-05-29T19:32:00Z,36,9.5
748,Lima,R102,2026-05-29T16:29:00Z,2026-05-29T17:16:00Z,45,8.2
749,Trujillo,R402,2026-05-29T12:32:00Z,2026-05-29T12:52:00Z,7,8.7
750,Cusco,R201,2026-05-29T11:29:00Z,2026-05-29T12:37:00Z,58,15.3
751,Lima,R101,2026-05-29T16:41:00Z,2026-05-29T17:47:00Z,20,11.4
752,Cusco,R202,2026-05-29T08:12:00Z,2026-05-29T08:38:00Z,29,10.5
753,Cusco,R201,2026-05-29T07:06:00Z,2026-05-29T08:18:00Z,7,15.3
754,Cusco,R202,2026-05-29T18:25:00Z,2026-05-29T19:18:00Z,43,10.5
755,Trujillo,R401,2026-05-29T11:50:00Z,2026-05-29T12:41:00Z,27,11.0
756,Arequipa,R302,2026-05-29T06:19:00Z,2026-05-29T06:53:00Z,19,14.2
757,Arequipa,R301,2026-05-29T18:31:00Z,2026-05-29T18:52:00Z,42,12.1
758,Lima,,2026-05-29T18:08:00Z,2026-05-29T19:09:00Z,55,15.3
759,Cusco,R203,2026-05-29T16:38:00Z,2026-05-29T17:01:00Z,43,18.2
760,Lima,R101,2026-05-29T06:49:00Z,2026-05-29T07:53:00Z,12,11.4
761,Trujillo,R401,2026-05-29T15:20:00Z,2026-05-29T15:56:00Z,35,11.0
762,Arequipa,R303,2026-05-29T17:42:00Z,2026-05-29T18:42:00Z,5,9.5
763,Lima,R103,2026-05-29T16:37:00Z,2026-05-29T17:35:00Z,49,15.3
764,Lima,R101,2026-05-29T10:49:00Z,2026-05-29T11:16:00Z,55,11.4
765,Arequipa,R303,2026-05-29T09:24:00Z,2026-05-29T10:33:00Z,21,9.5
766,Arequipa,R302,2026-05-29T18:00:00Z,2026-05-29T18:46:00Z,23,14.2
767,Chiclayo,R502,2026-05-29T09:32:00Z,2026-05-29T10:36:00Z,35,12.8
768,Lima,R101,2026-05-29T17:27:00Z,2026-05-29T17:52:00Z,12,11.4
769,Trujillo,R401,2026-05-29T07:32:00Z,2026-05-29T08:41:00Z,37,11.0
770,Lima,R103,2026-05-29T16:59:00Z,2026-05-29T17:33:00Z,34,15.3
771,Cusco,R202,2026-05-29T13:55:00Z,2026-05-29T14:18:00Z,11,10.5
772,Lima,R103,2026-05-29T12:08:00Z,2026-05-29T13:19:00Z,48,15.3
773,Lima,R101,2026-05-29T18:56:00Z,2026-05-29T19:18:00Z,5,11.4
774,Arequipa,R302,2026-05-29T12:06:00Z,2026-05-29T12:54:00Z,44,14.2
775,Lima,R103,2026-05-29T19:54:00Z,2026-05-29T20:35:00Z,16,15.3
776,Trujillo,R402,2026-05-29T10:38:00Z,2026-05-29T11:51:00Z,29,8.7
777,Trujillo,R402,2026-05-29T17:04:00Z,2026-05-29T18:15:00Z,15,8.7
778,Lima,R102,2026-05-29T07:46:00Z,2026-05-29T08:32:00Z,42,8.2
779,Chiclayo,R502,2026-05-29T09:05:00Z,2026-05-29T10:04:00Z,29,12.8
780,Chiclayo,R501,2026-05-29T17:40:00Z,2026-05-29T18:53:00Z,51,9.3
781,Arequipa,R302,2026-05-29T14:19:00Z,2026-05-29T14:46:00Z,31,14.2
782,Lima,R103,2026-05-29T17:10:00Z,2026-05-29T17:50:00Z,5,15.3
783,Chiclayo,R501,2026-05-29T17:25:00Z,2026-05-29T18:40:00Z,26,9.3
784,Chiclayo,R501,2026-05-29T13:23:00Z,2026-05-29T14:25:00Z,51,9.3
785,Cusco,R203,2026-05-29T17:32:00Z,2026-05-29T18:33:00Z,29,18.2
786,Chiclayo,R501,2026-05-29T06:11:00Z,2026-05-29T07:12:00Z,15,9.3
787,Trujillo,R402,2026-05-29T08:49:00Z,2026-05-29T09:13:00Z,53,8.7
788,Arequipa,R302,2026-05-29T10:44:00Z,2026-05-29T11:07:00Z,37,14.2
789,Trujillo,R402,2026-05-29T19:56:00Z,2026-05-29T20:31:00Z,10,8.7
790,Chiclayo,R502,2026-05-29T07:30:00Z,2026-05-29T08:44:00Z,36,12.8
791,Lima,R104,2026-05-29T18:43:00Z,2026-05-29T19:44:00Z,6,6.8
792,Trujillo,R401,2026-05-29T15:30:00Z,2026-05-29T16:25:00Z,5,11.0
793,Chiclayo,R502,2026-05-29T14:40:00Z,2026-05-29T15:35:00Z,18,12.8
794,Trujillo,R402,2026-05-29T12:12:00Z,2026-05-29T13:24:00Z,8,8.7
795,Trujillo,R402,2026-05-29T15:33:00Z,2026-05-29T16:42:00Z,44,8.7
796,Cusco,R203,2026-05-29T13:43:00Z,2026-05-29T14:10:00Z,11,18.2
797,Arequipa,R301,2026-05-29T11:49:00Z,2026-05-29T12:31:00Z,58,12.1
798,Cusco,R203,2026-05-29T14:54:00Z,2026-05-29T15:37:00Z,49,18.2
799,Arequipa,R302,2026-05-29T08:23:00Z,2026-05-29T09:35:00Z,50,14.2
800,Trujillo,R401,2026-05-29T10:20:00Z,2026-05-29T11:19:00Z,17,11.0
801,Trujillo,R401,2026-05-29T13:48:00Z,2026-05-29T15:00:00Z,55,11.0
802,Cusco,R201,2026-05-29T18:55:00Z,2026-05-29T19:41:00Z,7,15.3
803,Chiclayo,R501,2026-05-29T19:10:00Z,2026-05-29T19:58:00Z,34,9.3
804,Chiclayo,R501,2026-05-29T14:30:00Z,2026-05-29T14:50:00Z,38,9.3
805,Chiclayo,R502,2026-05-29T15:59:00Z,2026-05-29T16:49:00Z,37,12.8
806,Arequipa,R303,2026-05-29T15:52:00Z,2026-05-29T16:23:00Z,51,9.5
807,Lima,R104,2026-05-29T17:13:00Z,2026-05-29T18:11:00Z,43,6.8
808,Chiclayo,R502,2026-05-29T13:08:00Z,2026-05-29T14:06:00Z,49,12.8
809,Cusco,R202,2026-05-29T11:51:00Z,2026-05-29T12:29:00Z,33,10.5
810,Arequipa,R302,2026-05-29T16:16:00Z,2026-05-29T17:20:00Z,52,14.2
811,Chiclayo,R502,2026-05-29T18:08:00Z,2026-05-29T19:15:00Z,40,12.8
812,Arequipa,R301,2026-05-29T16:39:00Z,2026-05-29T17:44:00Z,23,12.1
813,Arequipa,R303,2026-05-29T17:05:00Z,2026-05-29T17:36:00Z,37,9.5
814,Cusco,R203,2026-05-29T07:58:00Z,2026-05-29T09:06:00Z,27,18.2
815,Chiclayo,R502,2026-05-29T17:30:00Z,2026-05-29T18:37:00Z,58,12.8
816,Trujillo,R401,2026-05-29T14:55:00Z,2026-05-29T15:21:00Z,6,11.0
817,Lima,R101,2026-05-29T09:24:00Z,2026-05-29T10:01:00Z,53,11.4
818,Cusco,R203,2026-05-29T10:16:00Z,2026-05-29T10:45:00Z,58,18.2
819,Cusco,R201,2026-05-29T18:51:00Z,2026-05-29T19:45:00Z,7,15.3
820,Trujillo,R401,2026-05-29T16:30:00Z,2026-05-29T17:45:00Z,48,11.0
821,Arequipa,R303,2026-05-29T17:02:00Z,2026-05-29T17:57:00Z,29,9.5
822,Cusco,R203,2026-05-29T17:20:00Z,2026-05-29T17:43:00Z,29,18.2
823,Cusco,R203,2026-05-29T06:55:00Z,2026-05-29T07:15:00Z,52,18.2
824,Chiclayo,R502,2026-05-29T09:50:00Z,2026-05-29T10:50:00Z,50,12.8
825,Cusco,R203,2026-05-29T15:19:00Z,2026-05-29T16:26:00Z,43,18.2
826,Arequipa,R302,2026-05-29T13:39:00Z,2026-05-29T14:10:00Z,48,14.2
827,Arequipa,R303,2026-05-29T14:46:00Z,2026-05-29T15:13:00Z,-5,9.5
828,Chiclayo,R502,2026-05-29T08:13:00Z,2026-05-29T08:43:00Z,42,12.8
829,Lima,R103,2026-05-29T13:57:00Z,2026-05-29T15:02:00Z,-5,15.3
830,Chiclayo,R501,2026-05-29T19:12:00Z,2026-05-29T20:12:00Z,44,9.3
831,Cusco,R202,2026-05-29T19:28:00Z,2026-05-29T20:24:00Z,40,10.5
832,Cusco,R203,2026-05-29T09:45:00Z,2026-05-29T10:16:00Z,38,18.2
833,Chiclayo,R501,2026-05-29T13:05:00Z,2026-05-29T13:59:00Z,39,9.3
834,Cusco,R201,2026-05-29T09:38:00Z,2026-05-29T10:40:00Z,26,15.3
835,Cusco,R201,2026-05-29T18:50:00Z,2026-05-29T19:49:00Z,38,15.3
836,Chiclayo,R501,2026-05-29T07:57:00Z,2026-05-29T08:59:00Z,27,9.3
837,Chiclayo,R501,2026-05-29T06:40:00Z,2026-05-29T07:43:00Z,25,9.3
838,Lima,R104,2026-05-29T10:22:00Z,2026-05-29T11:16:00Z,51,6.8
839,Chiclayo,R502,2026-05-29T14:46:00Z,2026-05-29T15:57:00Z,37,12.8
840,Lima,R103,2026-05-29T17:07:00Z,2026-05-29T17:39:00Z,25,15.3
841,Lima,R102,2026-05-29T19:11:00Z,2026-05-29T20:05:00Z,39,-1.0
842,Arequipa,R303,2026-05-29T16:44:00Z,2026-05-29T17:53:00Z,18,9.5
843,Trujillo,R401,2026-05-29T09:30:00Z,2026-05-29T10:24:00Z,58,11.0
844,Trujillo,,2026-05-29T18:44:00Z,2026-05-29T19:47:00Z,14,11.0
845,Cusco,R201,2026-05-29T07:29:00Z,2026-05-29T07:53:00Z,8,15.3
846,Cusco,R203,2026-05-29T07:12:00Z,2026-05-29T08:08:00Z,57,18.2
847,Cusco,R202,2026-05-29T12:37:00Z,2026-05-29T13:25:00Z,45,10.5
848,Cusco,R201,2026-05-29T12:38:00Z,2026-05-29T13:41:00Z,12,15.3
849,Chiclayo,R501,2026-05-29T18:54:00Z,2026-05-29T20:01:00Z,42,-1.0
850,Cusco,R203,2026-05-29T07:48:00Z,2026-05-29T08:26:00Z,55,18.2
851,Chiclayo,R501,2026-05-29T10:48:00Z,2026-05-29T11:56:00Z,33,9.3
852,Lima,R104,2026-05-29T08:40:00Z,2026-05-29T09:34:00Z,19,6.8
853,Trujillo,R402,2026-05-29T16:49:00Z,2026-05-29T17:18:00Z,24,8.7
854,Cusco,R201,2026-05-29T15:26:00Z,2026-05-29T16:41:00Z,40,15.3
855,Lima,R101,2026-05-29T15:46:00Z,2026-05-29T16:44:00Z,30,11.4
856,Lima,R103,2026-05-29T09:35:00Z,2026-05-29T10:42:00Z,52,15.3
857,Cusco,R201,2026-05-29T13:02:00Z,2026-05-29T14:03:00Z,59,15.3
858,Arequipa,R301,2026-05-29T09:46:00Z,2026-05-29T10:45:00Z,58,12.1
859,Lima,R102,2026-05-29T17:27:00Z,2026-05-29T18:38:00Z,41,8.2
860,Chiclayo,R502,2026-05-29T17:00:00Z,2026-05-29T17:55:00Z,9,12.8
861,Lima,R103,2026-05-29T07:40:00Z,2026-05-29T08:12:00Z,51,15.3
862,Cusco,R202,2026-05-29T08:11:00Z,2026-05-29T09:13:00Z,46,10.5
863,Cusco,R203,2026-05-29T07:11:00Z,2026-05-29T07:43:00Z,25,18.2
864,Cusco,R203,2026-05-29T17:15:00Z,2026-05-29T17:54:00Z,49,18.2
865,Chiclayo,R502,2026-05-29T19:47:00Z,2026-05-29T20:27:00Z,32,12.8
866,Cusco,R201,2026-05-29T19:24:00Z,2026-05-29T19:58:00Z,50,15.3
867,Trujillo,R402,2026-05-29T12:08:00Z,2026-05-29T12:36:00Z,48,8.7
868,Trujillo,R402,2026-05-29T13:36:00Z,2026-05-29T14:18:00Z,54,8.7
869,Chiclayo,R501,2026-05-29T08:59:00Z,2026-05-29T10:00:00Z,43,9.3
870,Cusco,R201,2026-05-29T15:11:00Z,2026-05-29T15:43:00Z,21,15.3
871,Lima,R101,2026-05-29T06:19:00Z,2026-05-29T07:33:00Z,37,11.4
872,Chiclayo,R502,2026-05-29T19:07:00Z,2026-05-29T20:04:00Z,18,12.8
873,Chiclayo,R502,2026-05-29T15:16:00Z,2026-05-29T16:10:00Z,35,12.8
874,Arequipa,R302,2026-05-29T12:41:00Z,2026-05-29T13:15:00Z,54,14.2
875,Cusco,R201,2026-05-29T13:55:00Z,2026-05-29T14:47:00Z,37,15.3
876,Cusco,R203,2026-05-29T06:10:00Z,2026-05-29T07:12:00Z,20,18.2
877,Chiclayo,R501,2026-05-29T18:55:00Z,2026-05-29T19:47:00Z,13,9.3
878,Arequipa,R303,2026-05-29T15:39:00Z,2026-05-29T16:41:00Z,60,9.5
879,Trujillo,R402,2026-05-29T06:41:00Z,2026-05-29T07:15:00Z,53,8.7
880,Lima,R103,2026-05-29T12:18:00Z,2026-05-29T12:52:00Z,7,15.3
881,Chiclayo,R502,2026-05-29T12:37:00Z,2026-05-29T13:27:00Z,34,12.8
882,Lima,R103,2026-05-29T07:45:00Z,2026-05-29T08:50:00Z,38,15.3
883,Cusco,R203,2026-05-29T10:29:00Z,2026-05-29T11:26:00Z,39,18.2
884,Trujillo,R402,2026-05-29T12:14:00Z,2026-05-29T13:11:00Z,46,8.7
885,Lima,R103,2026-05-29T12:25:00Z,2026-05-29T12:59:00Z,38,15.3
886,Cusco,R202,2026-05-29T19:31:00Z,2026-05-29T20:21:00Z,43,-1.0
887,Trujillo,R401,2026-05-29T09:55:00Z,2026-05-29T10:19:00Z,37,11.0
888,Arequipa,R301,2026-05-29T09:11:00Z,2026-05-29T09:41:00Z,28,12.1
889,Lima,R102,2026-05-29T13:04:00Z,2026-05-29T14:15:00Z,26,8.2
890,Trujillo,R402,2026-05-29T14:10:00Z,2026-05-29T14:43:00Z,42,8.7
891,Trujillo,R401,2026-05-29T10:09:00Z,2026-05-29T10:31:00Z,13,11.0
892,Arequipa,R301,2026-05-29T16:44:00Z,2026-05-29T17:36:00Z,7,12.1
893,Arequipa,R301,2026-05-29T08:50:00Z,2026-05-29T09:26:00Z,16,12.1
894,Trujillo,R401,2026-05-29T18:16:00Z,2026-05-29T19:22:00Z,47,11.0
895,Lima,R102,2026-05-29T13:39:00Z,2026-05-29T14:37:00Z,35,8.2
896,Arequipa,R301,2026-05-29T13:00:00Z,2026-05-29T13:58:00Z,14,12.1
897,Arequipa,R303,2026-05-29T17:15:00Z,2026-05-29T18:07:00Z,21,9.5
898,Cusco,R202,2026-05-29T16:10:00Z,2026-05-29T17:07:00Z,9,10.5
